,credit_score,country,gender,age,tenure,balance,products_number,active_member,churn
0,-0.3262214220367463,0,1,42,2,-1.2258476714090278,1,1,1
1,-0.4400359548576657,2,1,41,1,0.11735002143511059,1,1,0
2,-1.536794180222889,0,1,42,8,1.3330533457228904,3,0,1
3,0.5015206348426676,0,1,39,1,-1.2258476714090278,2,0,0
4,2.063883767202561,2,1,43,2,0.7857278997960591,1,1,0
5,-0.05720525355093678,2,0,44,8,0.5973285944410414,2,0,1
6,1.7741740472947665,0,0,50,7,-1.2258476714090278,2,1,0
7,-2.840487919807966,1,1,29,4,0.6180189508533646,4,0,1
8,-1.5471409559338818,0,0,44,4,1.0508202865849028,2,1,0
9,0.3463189991777775,0,0,27,2,0.9314633619936777,1,1,0
10,-1.2677780117370796,0,0,31,6,0.409185402285092,2,0,0
11,-1.5885280587778525,2,0,24,3,-1.2258476714090278,2,0,0
12,-1.8058103487086987,0,1,34,10,-1.2258476714090278,2,0,0
13,-1.0504957218062334,0,1,25,5,-1.2258476714090278,2,0,0
14,-0.1606730106608635,2,1,35,7,-1.2258476714090278,2,1,0
15,-0.3572617491697243,1,0,45,3,1.0681029591182611,2,1,0
16,0.025568952137004615,1,0,58,1,0.8993931172292712,1,0,1
17,-1.0504957218062334,2,1,24,9,-1.2258476714090278,2,1,0
18,-0.6573182447885119,2,0,45,6,-1.2258476714090278,1,0,0
19,0.7808835790394698,0,1,24,6,-1.2258476714090278,2,1,0
20,0.8429642333054258,0,0,41,8,-1.2258476714090278,2,1,0
21,-0.15032623494987085,2,1,32,8,-1.2258476714090278,2,0,0
22,-1.4540199745349478,2,1,38,4,-1.2258476714090278,1,0,1
23,0.19111736351288738,0,0,46,3,-1.2258476714090278,2,1,0
24,2.0224966643585907,0,1,38,5,-1.2258476714090278,1,1,0
25,-0.7607860018984386,0,0,25,3,-1.2258476714090278,2,1,0
26,1.09128685036925,1,0,36,2,0.9669114802146295,1,1,0
27,-0.8228666561643946,0,0,44,9,-1.2258476714090278,2,0,0
28,-0.7918263290314166,1,1,43,3,1.0395750259469725,1,1,0
29,-2.4783507699232223,0,0,29,0,-0.2690746311079832,2,1,0
30,-0.6159311419445411,2,1,39,3,-1.2258476714090278,3,0,1
31,-1.2160441331821163,0,0,36,7,0.14145222877469335,1,1,0
32,-1.0091086189622627,1,0,41,9,0.5389379904752859,2,0,0
33,-1.350552217425021,2,1,42,6,-1.2258476714090278,2,1,0
34,0.7394964761954991,2,1,29,9,-1.2258476714090278,2,1,0
35,-1.8161571244196912,0,1,45,0,0.9260167093296419,1,0,1
36,-1.6609554887548013,2,0,31,3,1.1022538431506914,1,1,0
37,1.5879320844968983,2,0,33,7,0.00100507140589216,1,1,0
38,2.063883767202561,0,0,36,7,-1.2258476714090278,1,1,0
39,-0.7090521233434752,1,0,41,6,-0.09834889947063385,2,1,0
40,-1.8471974515526692,2,0,40,4,-1.2258476714090278,1,0,0
41,-1.919624881529618,0,1,51,8,0.7378308850642105,1,0,1
42,-0.9780682918292848,0,1,61,2,0.6560450295292659,1,1,0
43,1.8983353558266787,0,1,49,2,0.8800272410904766,1,0,1
44,0.09799638211395333,2,1,61,5,1.2732771981989726,1,1,0
45,1.2982223645891036,1,1,32,4,0.5278566871606641,2,1,0
46,1.8466014772717152,1,1,27,9,0.5699204753635505,1,1,1
47,-0.13997945923887817,1,1,39,9,0.983389912427009,1,1,1
48,-1.040148946095241,1,0,38,2,0.431217227706301,1,1,0
49,1.2982223645891036,1,1,37,2,0.4372729105057929,2,0,0
50,0.49117385913167494,1,0,44,10,0.6391207231492967,2,0,0
51,-0.6780117962104972,1,0,36,5,1.1149271191851775,2,0,0
52,1.4223836731210155,0,1,33,5,-1.2258476714090278,2,0,0
53,0.04626250355898996,1,0,41,8,0.7865476864126004,1,0,1
54,-0.5124633848346144,1,0,42,1,0.3527539521024455,1,0,1
55,-0.3262214220367463,0,0,43,1,0.7809373969674327,1,1,0
56,0.05660927926998263,0,0,45,5,0.8234489825909674,1,0,0
57,0.7705368033284771,1,0,19,0,-0.009579231263980102,1,0,0
58,-1.443673198823955,2,1,66,4,-1.2258476714090278,1,0,1
59,-0.3779553005917097,0,0,51,4,-0.5737700038102944,1,1,0
60,0.9464319904153525,1,0,35,5,0.9675743614357466,1,0,0
61,0.3773593263107555,1,1,27,9,1.215543865966245,2,0,0
62,-0.9884150675402774,2,0,33,1,-0.3269722412061958,2,0,0
63,0.3463189991777775,2,0,56,8,0.03560054743720522,1,1,0
64,-0.4917698334126291,1,0,26,4,0.5237736209156963,1,1,0
65,1.0395529718142866,1,1,36,6,1.496059620393335,2,1,0
66,-0.7193988990544679,1,1,34,1,0.4030361211700456,1,0,0
67,0.8740045604384039,1,0,43,10,0.748371754269159,2,1,0
68,0.10834315782494601,1,1,35,5,1.1898468010272087,2,1,0
69,0.25319801777884343,0,1,21,8,0.35079127235539426,1,0,0
70,0.9050448875713819,1,0,58,2,0.9177050506915502,4,0,1
71,1.6810530658958325,0,0,29,6,-1.2258476714090278,1,0,0
72,0.0669560549809753,2,1,37,0,1.396302407458702,1,1,0
73,-0.4814230577016364,1,1,25,5,1.3029230222109995,2,1,0
74,-1.3608989931360136,0,0,36,9,-1.2258476714090278,2,1,0
75,0.8740045604384039,0,1,21,1,1.638488209226516,2,0,0
76,0.13938348495792402,0,0,55,8,-1.2258476714090278,2,1,0
77,0.2842383449118215,0,1,32,9,-1.2258476714090278,1,1,0
78,1.1016336260802426,2,0,33,5,0.012298092828129055,1,1,0
79,-2.426616891368259,1,1,41,10,0.732499307041558,2,0,0
80,0.1497302606689167,0,1,34,1,0.32310091589144596,2,0,0
81,1.308569140300096,0,1,32,2,-1.2258476714090278,1,0,1
82,-1.1125763760721894,0,1,36,3,-1.2258476714090278,2,0,0
83,-1.4954070773789185,0,1,34,4,0.22152238230962296,1,1,0
84,-1.6299151616218233,0,1,46,4,-1.2258476714090278,2,0,0
85,0.01522217642601194,2,1,75,10,-1.2258476714090278,2,1,0
86,1.029206196103294,2,0,22,3,0.7243601000944535,1,0,1
87,0.8119239061724478,0,0,30,9,-1.2258476714090278,2,0,0
88,-0.0468584778399441,0,1,46,4,-1.2258476714090278,3,0,1
89,-0.1606730106608635,1,1,28,3,0.0823437706045412,2,1,0
90,-0.036511702128951426,2,1,44,5,-1.2258476714090278,3,1,1
91,1.629319187340869,0,0,45,7,0.6753929553061733,2,0,0
92,-1.3091651145810503,0,1,36,10,-1.2258476714090278,2,0,0
93,1.2257949346121548,0,0,29,8,-1.2258476714090278,2,1,0
94,0.8222706818834405,2,0,42,4,-1.2258476714090278,2,1,0
95,-1.4022860959799843,2,0,35,10,1.5993141087452802,1,1,0
96,1.2671820374561256,2,0,41,9,0.4221788999539574,1,1,0
97,1.691399841606825,1,0,29,8,0.3301666270892652,2,1,0
98,0.615335167663587,2,0,22,8,-1.2258476714090278,2,0,0
99,-2.4576572185012373,0,0,34,9,-1.2258476714090278,2,0,0
100,0.1497302606689167,0,1,40,6,-1.2258476714090278,1,1,0
101,-0.2848343191927756,0,1,44,6,-1.2258476714090278,2,0,0
102,0.9050448875713819,0,0,31,9,0.09917992788595736,1,0,0
103,-1.2677780117370796,2,0,36,7,-1.2258476714090278,2,0,0
104,0.20146413922388007,2,1,65,1,-1.2258476714090278,1,1,1
105,-0.29518109490376826,2,1,46,4,0.4902272794282505,2,1,1
106,-0.7090521233434752,1,0,32,1,0.19958127032437928,1,1,0
107,1.3913433459880375,1,1,36,2,0.37376757529982507,1,1,0
108,-0.4710762819906437,2,0,33,5,1.1797059684586013,1,0,0
109,-1.7747700215757207,1,0,35,9,0.26201118652800254,1,0,1
110,0.35666577488877016,1,0,30,3,0.22519563538186405,1,1,0
111,-1.1643102546271529,1,0,39,7,0.505963175688639,2,0,0
112,-0.9159876375633287,0,0,42,2,0.3806832727590162,1,0,0
113,0.25319801777884343,2,0,36,9,0.4760798299237842,1,1,0
114,0.7291497004845064,1,0,28,9,1.2499486194025073,2,1,1
115,-0.23310044063781224,1,1,30,9,0.8953608569192877,2,1,0
116,0.18077058780189473,1,1,37,6,1.4645333357025436,1,0,0
117,-1.4954070773789185,0,1,41,1,-1.2258476714090278,2,0,0
118,-1.3091651145810503,1,1,31,8,0.5021732452641317,1,0,1
119,0.5015206348426676,1,0,34,4,1.74195313351737,2,0,0
120,1.8362547015607225,0,0,34,8,0.8485945547152395,2,0,0
121,0.24285124206785078,2,0,39,6,0.7005053513151716,1,0,0
122,0.05660927926998263,0,1,39,6,-1.2258476714090278,2,0,0
123,0.3463189991777775,1,1,48,10,0.7997291820680158,1,1,0
124,-0.26414076777079026,0,1,28,3,-1.2258476714090278,1,0,0
125,-2.2610684799923764,0,0,42,9,1.2199444292370911,1,0,1
126,-1.0504957218062334,0,1,52,1,-1.2258476714090278,1,1,1
127,-0.26414076777079026,1,0,56,0,1.1542940257856116,1,0,1
128,1.8362547015607225,0,1,41,7,-1.2258476714090278,2,0,0
129,1.2361417103231473,0,0,24,9,0.4061458610959018,1,0,0
130,1.1119804017912354,0,1,34,3,-1.2258476714090278,2,1,0
131,1.4948111030979643,1,1,33,9,0.871498735669945,1,1,0
132,0.3773593263107555,0,0,38,9,0.7386090011977995,1,1,0
133,0.36701255059976284,0,0,25,1,-1.2258476714090278,2,1,0
134,1.4327304488320083,1,0,39,7,0.7747916418163288,2,1,0
135,-0.6366246933665265,1,1,50,5,1.096401063548959,2,1,0
136,-1.9610119843735887,1,1,34,5,-0.20549893689426124,1,1,0
137,-0.13997945923887817,0,0,40,2,0.9131799567851122,1,1,0
138,-0.6883585719214899,2,1,48,2,2.190269672220738,1,0,1
139,-0.7400924504764532,2,1,35,1,0.8495084204606,2,1,1
140,1.09128685036925,1,0,44,10,0.9771119336280757,1,0,0
141,0.12903670924693136,0,0,34,7,-1.2258476714090278,2,1,0
142,0.32562544775579216,0,1,43,5,0.7911949068883061,1,1,0
143,1.474117551675979,2,0,52,2,-1.2258476714090278,1,0,1
144,0.4187464291547262,0,1,31,5,-0.5700896988101691,1,0,1
145,-1.7126893673097645,2,1,21,5,0.5877354081810798,1,1,0
146,-0.1606730106608635,2,1,29,8,0.9906524365212337,2,0,0
147,-0.005471374995973408,0,0,37,5,0.4885269634527102,1,0,0
148,0.8740045604384039,0,0,44,9,0.7083299461159868,1,0,0
149,-2.426616891368259,0,0,32,0,-1.2258476714090278,2,1,0
